confrontoId,jogoId,vencedorId,perdedorId,peso,criadoEm
06fbc55e-949d-4b04-9526-e46eba105513,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user25,1,2026-06-22T14:29:16.806Z
2b4bbe31-e036-4fa5-b30c-0055d5ee9fc7,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user31,1,2026-06-22T14:29:16.806Z
66b5b6a1-7913-411f-b84c-6cd81f979cc4,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user29,1,2026-06-22T14:29:16.806Z
f7fb8317-07bb-4f34-b6d2-1df33f7169a3,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user30,1,2026-06-22T14:29:16.806Z
8945566f-086b-49fd-b255-5f57e4e5664e,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user32,1,2026-06-22T14:29:16.806Z
a15afc77-045b-4aa0-a00b-32ccf3c682a6,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user35,1,2026-06-22T14:29:16.806Z
93e0f948-8ae4-488e-b6f9-4d9b1290d085,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user38,1,2026-06-22T14:29:16.806Z
4d5a4576-6035-459a-b672-a65c4923017c,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user41,1,2026-06-22T14:29:16.806Z
3de58e89-4a8d-4f74-8a72-f6479433e229,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user42,1,2026-06-22T14:29:16.806Z
db3ecdbb-2d59-4b97-b706-ce9576fc04ae,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user7,1,2026-06-22T14:29:16.806Z
c2c8735f-821e-43b7-8c6d-95dad6166a79,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user43,1,2026-06-22T14:29:16.806Z
c8dda5ef-7b7b-4ee7-9e62-bcaab8f608c9,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user46,1,2026-06-22T14:29:16.806Z
6068c4b4-4bb4-4f83-818c-c84dbf2ae5b3,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user48,1,2026-06-22T14:29:16.806Z
ac3f5bf5-78b6-445e-bcf1-2dd02d44c20e,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user50,1,2026-06-22T14:29:16.806Z
23714839-58b2-4794-b739-facacc2f3907,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user52,1,2026-06-22T14:29:16.806Z
0986009a-9f9d-4ea8-9fb7-a16d08baed5a,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user54,1,2026-06-22T14:29:16.806Z
60a9a972-4c5d-4148-8f6a-a93262b4d90b,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user59,1,2026-06-22T14:29:16.806Z
1b8ac903-4122-45e2-9992-4e1ddfbdbd40,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user57,1,2026-06-22T14:29:16.806Z
1597ab1b-62d4-4600-aabc-a6b4949740a1,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user7,1,2026-06-22T14:29:16.806Z
70cc6079-a730-464d-8e2e-5099bdcfe82d,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user36,1,2026-06-22T14:29:16.806Z
343d3fe5-527d-439a-822b-23e2a9c9ec24,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user7,1,2026-06-22T14:29:16.806Z
bdb7dfb9-07e0-4dc6-be0f-d0216db05bc0,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user47,1,2026-06-22T14:29:16.806Z
16c23461-54a2-46b6-b38b-b0e442448355,febfa8f0-1e0e-41b4-8f71-c42245503f75,user7,user53,1,2026-06-22T14:29:16.806Z
1aab62f9-7181-47d2-a382-8bcf5a691e2b,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user26,1,2026-06-22T14:29:16.806Z
544edd2a-15ad-421a-ac38-c5744c3543c7,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user26,1,2026-06-22T14:29:16.806Z
76d85c7e-012a-428c-9cbd-63bffce78ea8,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user26,1,2026-06-22T14:29:16.806Z
8f3fe320-ccbc-480a-bc3e-dcf734039d99,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user23,1,2026-06-22T14:29:16.806Z
348868b2-c3c7-481f-872d-5b3789ceb7f8,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user23,1,2026-06-22T14:29:16.806Z
077f8760-e177-4ed6-a0f3-4da10a445b5b,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user23,1,2026-06-22T14:29:16.806Z
65623d5c-65e4-4fcc-b2cf-72978d3b4e7b,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user25,1,2026-06-22T14:29:16.806Z
711b6a97-9a8b-4ae6-8cbb-e538a28e300b,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user25,1,2026-06-22T14:29:16.806Z
611c85f0-ab7d-42f0-b46f-89e9dca50a92,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user25,1,2026-06-22T14:29:16.806Z
00a8488c-8acc-4456-b10b-6b92d2ce1a70,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user31,1,2026-06-22T14:29:16.806Z
4c92f9ca-75aa-428a-a15c-3f0669eda682,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user31,1,2026-06-22T14:29:16.806Z
eff5caa3-86fe-4b07-a7f5-404bedb8437c,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user31,1,2026-06-22T14:29:16.806Z
77ea483e-bcd7-450e-96a6-c2ff2a9ff3f0,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user29,1,2026-06-22T14:29:16.806Z
ef10cbdb-9125-48af-86fa-729a17502fb6,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user29,1,2026-06-22T14:29:16.806Z
7e26c2d8-4001-4cfb-8c3f-47e162b81047,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user29,1,2026-06-22T14:29:16.806Z
25e2a791-5c58-4b91-ac8f-006843ce630d,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user30,1,2026-06-22T14:29:16.806Z
53c8231e-aa04-4345-904e-0cdff9e1652a,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user30,1,2026-06-22T14:29:16.806Z
8f5d67d4-86e3-427a-9f68-7e5794a22245,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user30,1,2026-06-22T14:29:16.806Z
5a141c52-5c5b-48fc-89b0-dd245343064c,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user32,1,2026-06-22T14:29:16.806Z
e0847736-c58c-49b7-a62a-ed34b047cb3e,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user32,1,2026-06-22T14:29:16.806Z
070e101e-f7a1-4974-b08f-f3c75c085d0f,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user32,1,2026-06-22T14:29:16.806Z
fb8d751e-3b59-4722-aa23-f7404ea70163,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user35,1,2026-06-22T14:29:16.806Z
77c18f1d-ba1c-44f6-81c0-eb811b917458,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user35,1,2026-06-22T14:29:16.806Z
9adf8444-9cc1-478c-bbeb-b814006440af,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user35,1,2026-06-22T14:29:16.806Z
82160f8e-e137-4966-8909-4f3204255731,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user38,1,2026-06-22T14:29:16.806Z
01968070-a38d-46c3-89ad-f69e41181851,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user38,1,2026-06-22T14:29:16.806Z
1f28df95-152f-4746-977d-2d2d9a5e8d7e,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user38,1,2026-06-22T14:29:16.806Z
b0fcd7d4-e01b-4e87-83dd-af5d182ebefa,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user41,1,2026-06-22T14:29:16.806Z
fce3d210-f31f-491e-b3d0-e0b98dc03c2f,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user41,1,2026-06-22T14:29:16.806Z
c5f30d38-08cc-448c-b707-7006598bf7db,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user41,1,2026-06-22T14:29:16.806Z
cc1f5965-4833-43fe-a5f3-d2e720218246,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user42,1,2026-06-22T14:29:16.806Z
ac146fea-b004-4073-ad27-0c1a3fe2021f,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user42,1,2026-06-22T14:29:16.806Z
6ff52c3d-7e73-4c51-a226-9e6fe28357f9,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user42,1,2026-06-22T14:29:16.806Z
16d67799-0286-40b3-8063-3dfa48c2e544,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user43,1,2026-06-22T14:29:16.806Z
ce215a51-a20d-43e8-8127-095d41590ae7,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user46,1,2026-06-22T14:29:16.806Z
6edc8f72-dbf4-41c4-b06b-8045759840d0,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user48,1,2026-06-22T14:29:16.806Z
93dc7aff-6889-420b-afa5-b26a680c2732,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user50,1,2026-06-22T14:29:16.806Z
a8552c3e-ccb4-4519-ba09-26e98e5030e1,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user52,1,2026-06-22T14:29:16.806Z
ea37a419-684f-4ab8-864d-53975e12cdd9,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user54,1,2026-06-22T14:29:16.806Z
4119721b-587f-491d-a7c5-fea441abcf0d,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user59,1,2026-06-22T14:29:16.806Z
aa84b480-d804-4fa6-8545-b46dcb5ee7ec,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user57,1,2026-06-22T14:29:16.806Z
892e2251-7332-4f30-8e07-f7cefc5a1e82,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user36,1,2026-06-22T14:29:16.806Z
06a7c4fa-b741-47f2-a1e1-b880459a1635,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user47,1,2026-06-22T14:29:16.806Z
7b446b39-c6f5-4435-9699-d669aa581dba,febfa8f0-1e0e-41b4-8f71-c42245503f75,user40,user53,1,2026-06-22T14:29:16.806Z
c563ef54-b7b1-4a0a-891b-56795b9dc2d6,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user43,1,2026-06-22T14:29:16.806Z
9206f251-c6c5-4ee7-87fd-99d9fd9b0114,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user43,1,2026-06-22T14:29:16.806Z
19bf6e38-54a7-473c-a3ee-d962275b6e3e,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user46,1,2026-06-22T14:29:16.806Z
8f6b8e46-d3ef-4005-a2d6-a41ec256a0e9,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user46,1,2026-06-22T14:29:16.806Z
a0d2e88f-2b75-4e88-91c7-e4125cec7cbe,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user48,1,2026-06-22T14:29:16.806Z
cb362a65-9295-4542-b343-c31fce4d7990,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user48,1,2026-06-22T14:29:16.806Z
5716d5ff-4216-46ee-8f03-77d45969a14d,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user50,1,2026-06-22T14:29:16.806Z
9eec68ec-9c14-4286-9233-36f65ff9863e,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user50,1,2026-06-22T14:29:16.806Z
4bffe804-deae-459d-a9e5-f90f64375257,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user52,1,2026-06-22T14:29:16.806Z
3635a6cf-d8fb-4ed7-9e87-02152b2a665e,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user52,1,2026-06-22T14:29:16.806Z
5da3855f-2e42-42a0-bda6-b8ec299ff636,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user54,1,2026-06-22T14:29:16.806Z
9efde23d-78f8-4cf3-a742-cec379e70db2,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user54,1,2026-06-22T14:29:16.806Z
84ba1ecd-620d-48a3-adae-b9b1f64530fb,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user59,1,2026-06-22T14:29:16.806Z
f61d0a61-5a73-4806-8b47-5c8850e65dbe,febfa8f0-1e0e-41b4-8f71-c42245503f75,user44,user59,1,2026-06-22T14:29:16.806Z
5fc4e46e-127e-456e-85c7-2a1a6b26994d,febfa8f0-1e0e-41b4-8f71-c42245503f75,user58,user57,1,2026-06-22T14:29:16.806Z
